video_id,true_label,predicted_label,confidence_score,max_probability,margin,entropy,avg_distance,min_distance,is_correct,all_probs
jg115_angles.json,jg,stand,0.033697637996666745,0.6,0.19999999999999996,0.6126016191072964,648.3079597659406,589.7784009627446,False,"{'bb': 0.0, 'jg': np.float64(0.4), 'stand': np.float64(0.6)}"
jg126_angles.json,jg,bb,0.0021697450394830755,0.4,0.0,0.9602297175876894,648.0794473497363,633.1789069887323,False,"{'bb': np.float64(0.4), 'jg': np.float64(0.4), 'stand': np.float64(0.2)}"
jg17_angles.json,jg,jg,0.012252069879093814,0.6,0.39999999999999997,0.8649735204448554,590.2643883840212,561.2424556223541,True,"{'bb': np.float64(0.2), 'jg': np.float64(0.6), 'stand': np.float64(0.2)}"
stand210_angles.json,stand,stand,0.034164273511124964,0.6,0.19999999999999996,0.6126016191072964,619.7859515617855,580.3570064498304,True,"{'bb': 0.0, 'jg': np.float64(0.4), 'stand': np.float64(0.6)}"
bb67_angles.json,bb,jg,0.015284375639949287,0.6,0.39999999999999997,0.8649735204448554,447.3476208527927,430.0569002068543,False,"{'bb': np.float64(0.2), 'jg': np.float64(0.6), 'stand': np.float64(0.2)}"
stand207_angles.json,stand,stand,0.03812436186482412,0.6,0.19999999999999996,0.6126016191072964,581.0342990225399,509.6863453341752,True,"{'bb': 0.0, 'jg': np.float64(0.4), 'stand': np.float64(0.6)}"
stand400_angles.json,stand,stand,0.0075208021511268455,0.6,0.39999999999999997,0.8649735204448554,1020.9639681257279,977.2240261758261,True,"{'bb': np.float64(0.2), 'jg': np.float64(0.2), 'stand': np.float64(0.6)}"
stand58_angles.json,stand,jg,0.05358636190004687,0.8,0.6000000000000001,0.4554859148215474,737.9594758816336,712.9144295246159,False,"{'bb': np.float64(0.2), 'jg': np.float64(0.8), 'stand': 0.0}"
stand7_angles.json,stand,stand,0.010572766333923365,0.6,0.39999999999999997,0.8649735204448554,691.1183947643997,666.2695379272908,True,"{'bb': np.float64(0.2), 'jg': np.float64(0.2), 'stand': np.float64(0.6)}"
bb10_angles.json,bb,bb,0.002310128856690028,0.4,0.0,0.9602297175876894,617.0444111864888,588.6244859828955,True,"{'bb': np.float64(0.4), 'jg': np.float64(0.4), 'stand': np.float64(0.2)}"
jg401_angles.json,jg,jg,0.057550171991255276,0.8,0.6000000000000001,0.4554859148215474,692.9076281616735,656.924354994027,True,"{'bb': 0.0, 'jg': np.float64(0.8), 'stand': np.float64(0.2)}"
bb17_angles.json,bb,jg,0.0018010208149716374,0.4,0.0,0.9602297175876894,800.7409621533186,783.2831265847847,False,"{'bb': np.float64(0.2), 'jg': np.float64(0.4), 'stand': np.float64(0.4)}"
stand204_angles.json,stand,stand,0.09930686042735827,1.0,1.0,-9.102393018948567e-11,950.83112825797,906.9797754028398,True,"{'bb': 0.0, 'jg': 0.0, 'stand': np.float64(1.0)}"
jg108_angles.json,jg,jg,0.0017062566968849091,0.4,0.0,0.9602297175876894,868.4736502804224,832.3399576375282,True,"{'bb': np.float64(0.2), 'jg': np.float64(0.4), 'stand': np.float64(0.4)}"
bb25_angles.json,bb,jg,0.014753258231163106,0.6,0.39999999999999997,0.8649735204448554,481.06321356893113,449.13895265493284,False,"{'bb': np.float64(0.2), 'jg': np.float64(0.6), 'stand': np.float64(0.2)}"
stand201_angles.json,stand,jg,0.05247642158859187,0.8,0.6000000000000001,0.4554859148215474,737.3919883479327,730.1085610560422,False,"{'bb': np.float64(0.2), 'jg': np.float64(0.8), 'stand': 0.0}"
stand206_angles.json,stand,bb,0.002485269257705424,0.4,0.0,0.9602297175876894,610.4181208276216,540.0961551993663,False,"{'bb': np.float64(0.4), 'jg': np.float64(0.4), 'stand': np.float64(0.2)}"
jg400_angles.json,jg,jg,0.014936372231155483,0.6,0.39999999999999997,0.8649735204448554,502.98224134094215,442.40672687640506,True,"{'bb': np.float64(0.2), 'jg': np.float64(0.6), 'stand': np.float64(0.2)}"
stand14_angles.json,stand,stand,0.023321203407141385,0.6,0.19999999999999996,0.6126016191072964,924.5840988698758,896.6853960222523,True,"{'bb': 0.0, 'jg': np.float64(0.4), 'stand': np.float64(0.6)}"
bb_angles.json,bb,bb,0.03355305411202805,0.6,0.19999999999999996,0.6126016191072964,665.8443395686157,592.7507336874521,True,"{'bb': np.float64(0.6), 'jg': np.float64(0.4), 'stand': 0.0}"
jg48_angles.json,jg,jg,0.05625692508466928,0.8,0.6000000000000001,0.4554859148215474,691.7939486742409,674.3247031137004,True,"{'bb': np.float64(0.2), 'jg': np.float64(0.8), 'stand': 0.0}"
stand45_angles.json,stand,bb,0.0026496950617405654,0.4,0.0,0.9602297175876894,532.3487532038046,500.37523542329143,False,"{'bb': np.float64(0.4), 'jg': np.float64(0.2), 'stand': np.float64(0.4)}"
jg27_angles.json,jg,bb,0.002014755003899591,0.4,0.0,0.9602297175876894,714.2131860458355,689.580516446607,False,"{'bb': np.float64(0.4), 'jg': np.float64(0.4), 'stand': np.float64(0.2)}"
stand134_angles.json,stand,stand,0.007342021782341506,0.6,0.39999999999999997,0.8649735204448554,1014.793516825518,1003.4547449578566,True,"{'bb': np.float64(0.2), 'jg': np.float64(0.2), 'stand': np.float64(0.6)}"
stand40_angles.json,stand,stand,0.1092202666873271,1.0,1.0,-9.102393018948567e-11,842.2085204193693,815.5809909838414,True,"{'bb': 0.0, 'jg': 0.0, 'stand': np.float64(1.0)}"
stand129_angles.json,stand,stand,0.02423104038308965,0.6,0.19999999999999996,0.6126016191072964,900.252226199581,859.2614467261451,True,"{'bb': np.float64(0.4), 'jg': 0.0, 'stand': np.float64(0.6)}"
bb12_angles.json,bb,bb,0.026229334224554892,0.6,0.19999999999999996,0.6126016191072964,822.8240939081088,786.179674046098,True,"{'bb': np.float64(0.6), 'jg': np.float64(0.4), 'stand': 0.0}"
bb38_angles.json,bb,bb,0.02968536286170955,0.6,0.19999999999999996,0.6126016191072964,708.4198188151337,683.0088842721872,True,"{'bb': np.float64(0.6), 'jg': np.float64(0.4), 'stand': 0.0}"
bb32_angles.json,bb,jg,0.048313966499231226,0.8,0.6000000000000001,0.4554859148215474,828.7727325162936,801.6259680307838,False,"{'bb': np.float64(0.2), 'jg': np.float64(0.8), 'stand': 0.0}"
bb56_angles.json,bb,jg,0.07563663426158539,0.8,0.6000000000000001,0.4554859148215474,509.9172389429741,475.92629867191494,False,"{'bb': np.float64(0.2), 'jg': np.float64(0.8), 'stand': 0.0}"
